area,session,event,train_object,test_object,acc,auc,evaluation,is_cross_object
F5,MonkeyB_Session10,Event1,Object2,Object3,0.4666666666666667,0.5022222222222221,cross_object_holdout,True
F5,MonkeyB_Session10,Event1,Object3,Object1,0.5862068965517241,0.7047619047619048,cross_object_holdout,True
F5,MonkeyB_Session10,Event1,Object3,Object2,0.4642857142857143,0.4923076923076923,cross_object_holdout,True
F5,MonkeyB_Session10,Event1,Object3,Object3,0.5333333333333333,0.4600000000000001,within_object_cv,False
F5,MonkeyB_Session10,Event3,Object1,Object1,0.616,0.7255555555555554,within_object_cv,False
F5,MonkeyB_Session10,Event3,Object1,Object2,0.7857142857142857,0.7897435897435897,cross_object_holdout,True
F5,MonkeyB_Session10,Event3,Object1,Object3,0.8,0.7911111111111111,cross_object_holdout,True
F5,MonkeyB_Session10,Event3,Object2,Object1,0.6896551724137931,0.719047619047619,cross_object_holdout,True
F5,MonkeyB_Session10,Event3,Object2,Object2,0.7879999999999998,0.87,within_object_cv,False
F5,MonkeyB_Session10,Event3,Object2,Object3,0.6333333333333333,0.72,cross_object_holdout,True
F5,MonkeyB_Session10,Event3,Object3,Object1,0.7241379310344828,0.8809523809523809,cross_object_holdout,True
F5,MonkeyB_Session10,Event3,Object3,Object2,0.7857142857142857,0.8153846153846154,cross_object_holdout,True
F5,MonkeyB_Session10,Event3,Object3,Object3,0.6333333333333333,0.617777777777778,within_object_cv,False
F5,MonkeyB_Session11,Event1,Object1,Object1,0.6333333333333333,0.7088888888888889,within_object_cv,False
F5,MonkeyB_Session11,Event1,Object1,Object2,0.5666666666666667,0.6266666666666667,cross_object_holdout,True
F5,MonkeyB_Session11,Event1,Object1,Object3,0.4666666666666667,0.3688888888888889,cross_object_holdout,True
F5,MonkeyB_Session11,Event1,Object2,Object1,0.6896551724137931,0.661904761904762,cross_object_holdout,True
F5,MonkeyB_Session11,Event1,Object2,Object2,0.56,0.5733333333333334,within_object_cv,False
F5,MonkeyB_Session11,Event1,Object2,Object3,0.5,0.36444444444444446,cross_object_holdout,True
F5,MonkeyB_Session11,Event1,Object3,Object1,0.4482758620689655,0.30952380952380953,cross_object_holdout,True
F5,MonkeyB_Session11,Event1,Object3,Object2,0.4,0.3688888888888889,cross_object_holdout,True
F5,MonkeyB_Session11,Event1,Object3,Object3,0.62,0.6355555555555555,within_object_cv,False
F5,MonkeyB_Session11,Event3,Object1,Object1,0.8046666666666665,0.9111111111111111,within_object_cv,False
F5,MonkeyB_Session11,Event3,Object1,Object2,0.8,0.88,cross_object_holdout,True
F5,MonkeyB_Session11,Event3,Object1,Object3,0.7333333333333333,0.8222222222222222,cross_object_holdout,True
F5,MonkeyB_Session11,Event3,Object2,Object1,0.7586206896551724,0.9142857142857143,cross_object_holdout,True
F5,MonkeyB_Session11,Event3,Object2,Object2,0.8866666666666667,0.9266666666666667,within_object_cv,False
F5,MonkeyB_Session11,Event3,Object2,Object3,0.7,0.84,cross_object_holdout,True
F5,MonkeyB_Session11,Event3,Object3,Object1,0.6896551724137931,0.9142857142857143,cross_object_holdout,True
F5,MonkeyB_Session11,Event3,Object3,Object2,0.8,0.9066666666666667,cross_object_holdout,True
F5,MonkeyB_Session11,Event3,Object3,Object3,0.68,0.757777777777778,within_object_cv,False
F5,MonkeyB_Session12,Event1,Object1,Object1,0.5366666666666666,0.5555555555555557,within_object_cv,False
F5,MonkeyB_Session12,Event1,Object1,Object2,0.6,0.5155555555555555,cross_object_holdout,True
F5,MonkeyB_Session12,Event1,Object1,Object3,0.7,0.6266666666666667,cross_object_holdout,True
F5,MonkeyB_Session12,Event1,Object2,Object1,0.43333333333333335,0.4666666666666667,cross_object_holdout,True
F5,MonkeyB_Session12,Event1,Object2,Object2,0.5333333333333333,0.52,within_object_cv,False
F5,MonkeyB_Session12,Event1,Object2,Object3,0.4,0.3688888888888889,cross_object_holdout,True
F5,MonkeyB_Session12,Event1,Object3,Object1,0.5333333333333333,0.6577777777777778,cross_object_holdout,True
F5,MonkeyB_Session12,Event1,Object3,Object2,0.4666666666666667,0.33777777777777773,cross_object_holdout,True
F5,MonkeyB_Session12,Event1,Object3,Object3,0.5433333333333333,0.5177777777777778,within_object_cv,False
F5,MonkeyB_Session12,Event3,Object1,Object1,0.8266666666666665,0.9177777777777778,within_object_cv,False
F5,MonkeyB_Session12,Event3,Object1,Object2,0.7666666666666667,0.8266666666666667,cross_object_holdout,True
F5,MonkeyB_Session12,Event3,Object1,Object3,0.8,0.8933333333333333,cross_object_holdout,True
F5,MonkeyB_Session12,Event3,Object2,Object1,0.8,0.92,cross_object_holdout,True
F5,MonkeyB_Session12,Event3,Object2,Object2,0.6800000000000002,0.7733333333333333,within_object_cv,False
F5,MonkeyB_Session12,Event3,Object2,Object3,0.7666666666666667,0.8666666666666667,cross_object_holdout,True
F5,MonkeyB_Session12,Event3,Object3,Object1,0.8666666666666667,0.9733333333333334,cross_object_holdout,True
F5,MonkeyB_Session12,Event3,Object3,Object2,0.7333333333333333,0.8222222222222223,cross_object_holdout,True
F5,MonkeyB_Session12,Event3,Object3,Object3,0.7866666666666668,0.8311111111111111,within_object_cv,False
F5,MonkeyC_Session02,Event1,Object1,Object1,0.44666666666666666,0.4177777777777778,within_object_cv,False
F5,MonkeyC_Session02,Event1,Object1,Object2,0.5,0.5688888888888889,cross_object_holdout,True
F5,MonkeyC_Session02,Event1,Object1,Object3,0.5,0.6311111111111111,cross_object_holdout,True
F5,MonkeyC_Session02,Event1,Object2,Object1,0.5862068965517241,0.6238095238095238,cross_object_holdout,True
F5,MonkeyC_Session02,Event1,Object2,Object2,0.4066666666666666,0.39777777777777784,within_object_cv,False
F5,MonkeyC_Session02,Event1,Object2,Object3,0.5333333333333333,0.64,cross_object_holdout,True
F5,MonkeyC_Session02,Event1,Object3,Object1,0.5862068965517241,0.6142857142857143,cross_object_holdout,True
F5,MonkeyC_Session02,Event1,Object3,Object2,0.4666666666666667,0.56,cross_object_holdout,True
F5,MonkeyC_Session02,Event1,Object3,Object3,0.48999999999999994,0.5466666666666666,within_object_cv,False
F5,MonkeyC_Session02,Event3,Object1,Object1,0.5046666666666667,0.49111111111111116,within_object_cv,False
F5,MonkeyC_Session02,Event3,Object1,Object2,0.6,0.6622222222222223,cross_object_holdout,True
F5,MonkeyC_Session02,Event3,Object1,Object3,0.5,0.5688888888888889,cross_object_holdout,True
F5,MonkeyC_Session02,Event3,Object2,Object1,0.6206896551724138,0.6,cross_object_holdout,True
F5,MonkeyC_Session02,Event3,Object2,Object2,0.5900000000000001,0.6088888888888889,within_object_cv,False
F5,MonkeyC_Session02,Event3,Object2,Object3,0.5666666666666667,0.6666666666666666,cross_object_holdout,True
F5,MonkeyC_Session02,Event3,Object3,Object1,0.5862068965517241,0.5476190476190477,cross_object_holdout,True
F5,MonkeyC_Session02,Event3,Object3,Object2,0.5333333333333333,0.5644444444444444,cross_object_holdout,True
F5,MonkeyC_Session02,Event3,Object3,Object3,0.5133333333333333,0.5755555555555556,within_object_cv,False
F5,MonkeyC_Session06,Event1,Object1,Object1,0.44,0.4633333333333334,within_object_cv,False
F5,MonkeyC_Session06,Event1,Object1,Object2,0.42857142857142855,0.41000000000000003,cross_object_holdout,True
F5,MonkeyC_Session06,Event1,Object1,Object3,0.5714285714285714,0.6599999999999999,cross_object_holdout,True
F5,MonkeyC_Session06,Event1,Object2,Object1,0.42857142857142855,0.38999999999999996,cross_object_holdout,True
F5,MonkeyC_Session06,Event1,Object2,Object2,0.6428571428571428,0.6549999999999998,within_object_cv,False
F5,MonkeyC_Session06,Event1,Object2,Object3,0.42857142857142855,0.37,cross_object_holdout,True
F5,MonkeyC_Session06,Event1,Object3,Object1,0.6285714285714286,0.64,cross_object_holdout,True
F5,MonkeyC_Session06,Event1,Object3,Object2,0.45714285714285713,0.41000000000000003,cross_object_holdout,True
F5,MonkeyC_Session06,Event1,Object3,Object3,0.46285714285714286,0.4333333333333333,within_object_cv,False
F5,MonkeyC_Session06,Event3,Object1,Object1,0.6571428571428573,0.645,within_object_cv,False
F5,MonkeyC_Session06,Event3,Object1,Object2,0.7714285714285715,0.87,cross_object_holdout,True
F5,MonkeyC_Session06,Event3,Object1,Object3,0.5428571428571428,0.58,cross_object_holdout,True
F5,MonkeyC_Session06,Event3,Object2,Object1,0.6857142857142857,0.7633333333333332,cross_object_holdout,True
F5,MonkeyC_Session06,Event3,Object2,Object2,0.6485714285714286,0.6666666666666667,within_object_cv,False
F5,MonkeyC_Session06,Event3,Object2,Object3,0.5714285714285714,0.55,cross_object_holdout,True
F5,MonkeyC_Session06,Event3,Object3,Object1,0.5714285714285714,0.6566666666666666,cross_object_holdout,True
F5,MonkeyC_Session06,Event3,Object3,Object2,0.6285714285714286,0.6166666666666667,cross_object_holdout,True
F5,MonkeyC_Session06,Event3,Object3,Object3,0.5742857142857143,0.5766666666666667,within_object_cv,False
F5,MonkeyC_Session08,Event1,Object1,Object1,0.48,0.4416666666666667,within_object_cv,False
F5,MonkeyC_Session08,Event1,Object1,Object2,0.4857142857142857,0.47000000000000003,cross_object_holdout,True
F5,MonkeyC_Session08,Event1,Object1,Object3,0.5714285714285714,0.47000000000000003,cross_object_holdout,True
F5,MonkeyC_Session08,Event1,Object2,Object1,0.5428571428571428,0.47000000000000003,cross_object_holdout,True
F5,MonkeyC_Session08,Event1,Object2,Object2,0.5485714285714285,0.555,within_object_cv,False
F5,MonkeyC_Session08,Event1,Object2,Object3,0.4857142857142857,0.45999999999999996,cross_object_holdout,True
F5,MonkeyC_Session08,Event1,Object3,Object1,0.5428571428571428,0.56,cross_object_holdout,True
F5,MonkeyC_Session08,Event1,Object3,Object2,0.45714285714285713,0.3666666666666667,cross_object_holdout,True
F5,MonkeyC_Session08,Event1,Object3,Object3,0.3857142857142858,0.28500000000000003,within_object_cv,False
F5,MonkeyC_Session08,Event3,Object1,Object1,0.7942857142857145,0.8316666666666667,within_object_cv,False
F5,MonkeyC_Session08,Event3,Object1,Object2,0.6285714285714286,0.68,cross_object_holdout,True
F5,MonkeyC_Session08,Event3,Object1,Object3,0.8,0.8933333333333333,cross_object_holdout,True
F5,MonkeyC_Session08,Event3,Object2,Object1,0.7428571428571429,0.74,cross_object_holdout,True
F5,MonkeyC_Session08,Event3,Object2,Object2,0.6628571428571428,0.6683333333333334,within_object_cv,False
F5,MonkeyC_Session08,Event3,Object2,Object3,0.7428571428571429,0.76,cross_object_holdout,True
F5,MonkeyC_Session08,Event3,Object3,Object1,0.7428571428571429,0.8400000000000001,cross_object_holdout,True
F5,MonkeyC_Session08,Event3,Object3,Object2,0.6571428571428571,0.6799999999999999,cross_object_holdout,True
F5,MonkeyC_Session08,Event3,Object3,Object3,0.7400000000000001,0.8666666666666668,within_object_cv,False
F5,MonkeyC_Session09,Event1,Object1,Object1,0.4266666666666667,0.41333333333333333,within_object_cv,False
F5,MonkeyC_Session09,Event1,Object1,Object2,0.43333333333333335,0.41333333333333333,cross_object_holdout,True
F5,MonkeyC_Session09,Event1,Object1,Object3,0.43333333333333335,0.4222222222222222,cross_object_holdout,True
F5,MonkeyC_Session09,Event1,Object2,Object1,0.4,0.47111111111111115,cross_object_holdout,True
F5,MonkeyC_Session09,Event1,Object2,Object2,0.58,0.6777777777777777,within_object_cv,False
F5,MonkeyC_Session09,Event1,Object2,Object3,0.43333333333333335,0.48,cross_object_holdout,True
F5,MonkeyC_Session09,Event1,Object3,Object1,0.43333333333333335,0.4444444444444444,cross_object_holdout,True
F5,MonkeyC_Session09,Event1,Object3,Object2,0.43333333333333335,0.4711111111111111,cross_object_holdout,True
F5,MonkeyC_Session09,Event1,Object3,Object3,0.5633333333333332,0.5377777777777778,within_object_cv,False
F5,MonkeyC_Session09,Event3,Object1,Object1,0.61,0.6688888888888889,within_object_cv,False
F5,MonkeyC_Session09,Event3,Object1,Object2,0.7,0.7377777777777779,cross_object_holdout,True
F5,MonkeyC_Session09,Event3,Object1,Object3,0.5333333333333333,0.6488888888888888,cross_object_holdout,True
F5,MonkeyC_Session09,Event3,Object2,Object1,0.6666666666666666,0.7288888888888889,cross_object_holdout,True
F5,MonkeyC_Session09,Event3,Object2,Object2,0.6833333333333332,0.76,within_object_cv,False
F5,MonkeyC_Session09,Event3,Object2,Object3,0.5333333333333333,0.7066666666666667,cross_object_holdout,True
F5,MonkeyC_Session09,Event3,Object3,Object1,0.6666666666666666,0.7422222222222222,cross_object_holdout,True
F5,MonkeyC_Session09,Event3,Object3,Object2,0.6666666666666666,0.6622222222222223,cross_object_holdout,True
F5,MonkeyC_Session09,Event3,Object3,Object3,0.4966666666666666,0.5444444444444444,within_object_cv,False
F5,MonkeyC_Session10,Event1,Object1,Object1,0.3666666666666667,0.3266666666666667,within_object_cv,False
F5,MonkeyC_Session10,Event1,Object1,Object2,0.4666666666666667,0.5066666666666667,cross_object_holdout,True
F5,MonkeyC_Session10,Event1,Object1,Object3,0.5333333333333333,0.5555555555555555,cross_object_holdout,True
F5,MonkeyC_Session10,Event1,Object2,Object1,0.4666666666666667,0.4222222222222222,cross_object_holdout,True
F5,MonkeyC_Session10,Event1,Object2,Object2,0.48999999999999994,0.4511111111111111,within_object_cv,False
F5,MonkeyC_Session10,Event1,Object2,Object3,0.5333333333333333,0.6533333333333333,cross_object_holdout,True
F5,MonkeyC_Session10,Event1,Object3,Object1,0.4666666666666667,0.49777777777777776,cross_object_holdout,True
F5,MonkeyC_Session10,Event1,Object3,Object2,0.5,0.5022222222222221,cross_object_holdout,True
F5,MonkeyC_Session10,Event1,Object3,Object3,0.6866666666666668,0.7622222222222221,within_object_cv,False
F5,MonkeyC_Session10,Event3,Object1,Object1,0.5366666666666666,0.5244444444444446,within_object_cv,False
F5,MonkeyC_Session10,Event3,Object1,Object2,0.43333333333333335,0.42666666666666664,cross_object_holdout,True
F5,MonkeyC_Session10,Event3,Object1,Object3,0.5666666666666667,0.5422222222222222,cross_object_holdout,True
F5,MonkeyC_Session10,Event3,Object2,Object1,0.5,0.5244444444444445,cross_object_holdout,True
F5,MonkeyC_Session10,Event3,Object2,Object2,0.5199999999999999,0.5288888888888889,within_object_cv,False
F5,MonkeyC_Session10,Event3,Object2,Object3,0.6,0.6355555555555555,cross_object_holdout,True
F5,MonkeyC_Session10,Event3,Object3,Object1,0.6333333333333333,0.76,cross_object_holdout,True
F5,MonkeyC_Session10,Event3,Object3,Object2,0.5,0.5333333333333333,cross_object_holdout,True
F5,MonkeyC_Session10,Event3,Object3,Object3,0.3766666666666667,0.33111111111111113,within_object_cv,False
F5,MonkeyC_Session11,Event1,Object1,Object1,0.5666666666666668,0.6155555555555556,within_object_cv,False
F5,MonkeyC_Session11,Event1,Object1,Object2,0.3,0.24000000000000002,cross_object_holdout,True
F5,MonkeyC_Session11,Event1,Object1,Object3,0.4666666666666667,0.39999999999999997,cross_object_holdout,True
F5,MonkeyC_Session11,Event1,Object2,Object1,0.5333333333333333,0.38222222222222224,cross_object_holdout,True
F5,MonkeyC_Session11,Event1,Object2,Object2,0.7066666666666666,0.7844444444444444,within_object_cv,False
F5,MonkeyC_Session11,Event1,Object2,Object3,0.5333333333333333,0.5111111111111111,cross_object_holdout,True
F5,MonkeyC_Session11,Event1,Object3,Object1,0.4,0.38222222222222224,cross_object_holdout,True
F5,MonkeyC_Session11,Event1,Object3,Object2,0.7,0.6133333333333333,cross_object_holdout,True
F5,MonkeyC_Session11,Event1,Object3,Object3,0.5833333333333334,0.6155555555555556,within_object_cv,False
F5,MonkeyC_Session11,Event3,Object1,Object1,0.4733333333333333,0.4777777777777778,within_object_cv,False
F5,MonkeyC_Session11,Event3,Object1,Object2,0.6666666666666666,0.6888888888888889,cross_object_holdout,True
F5,MonkeyC_Session11,Event3,Object1,Object3,0.5666666666666667,0.5644444444444444,cross_object_holdout,True
F5,MonkeyC_Session11,Event3,Object2,Object1,0.5,0.5333333333333333,cross_object_holdout,True
F5,MonkeyC_Session11,Event3,Object2,Object2,0.6499999999999999,0.7266666666666666,within_object_cv,False
F5,MonkeyC_Session11,Event3,Object2,Object3,0.5,0.5111111111111111,cross_object_holdout,True
F5,MonkeyC_Session11,Event3,Object3,Object1,0.6333333333333333,0.5911111111111111,cross_object_holdout,True
F5,MonkeyC_Session11,Event3,Object3,Object2,0.43333333333333335,0.39111111111111113,cross_object_holdout,True
F5,MonkeyC_Session11,Event3,Object3,Object3,0.4966666666666667,0.4711111111111111,within_object_cv,False
F5,MonkeyC_Session12,Event1,Object1,Object1,0.6099999999999999,0.5844444444444445,within_object_cv,False
F5,MonkeyC_Session12,Event1,Object1,Object2,0.6,0.6533333333333333,cross_object_holdout,True
F5,MonkeyC_Session12,Event1,Object1,Object3,0.5666666666666667,0.5955555555555556,cross_object_holdout,True
F5,MonkeyC_Session12,Event1,Object2,Object1,0.4666666666666667,0.5333333333333334,cross_object_holdout,True
F5,MonkeyC_Session12,Event1,Object2,Object2,0.52,0.6266666666666667,within_object_cv,False
F5,MonkeyC_Session12,Event1,Object2,Object3,0.5333333333333333,0.5244444444444444,cross_object_holdout,True
F5,MonkeyC_Session12,Event1,Object3,Object1,0.5,0.5955555555555556,cross_object_holdout,True
F5,MonkeyC_Session12,Event1,Object3,Object2,0.4666666666666667,0.4666666666666667,cross_object_holdout,True
F5,MonkeyC_Session12,Event1,Object3,Object3,0.6,0.5955555555555556,within_object_cv,False
F5,MonkeyC_Session12,Event3,Object1,Object1,0.38666666666666655,0.37111111111111117,within_object_cv,False
F5,MonkeyC_Session12,Event3,Object1,Object2,0.5333333333333333,0.5777777777777777,cross_object_holdout,True
F5,MonkeyC_Session12,Event3,Object1,Object3,0.6666666666666666,0.6222222222222221,cross_object_holdout,True
F5,MonkeyC_Session12,Event3,Object2,Object1,0.4666666666666667,0.52,cross_object_holdout,True
F5,MonkeyC_Session12,Event3,Object2,Object2,0.58,0.6644444444444444,within_object_cv,False
F5,MonkeyC_Session12,Event3,Object2,Object3,0.6,0.5644444444444445,cross_object_holdout,True
F5,MonkeyC_Session12,Event3,Object3,Object1,0.5333333333333333,0.6177777777777778,cross_object_holdout,True
F5,MonkeyC_Session12,Event3,Object3,Object2,0.6,0.6577777777777778,cross_object_holdout,True
F5,MonkeyC_Session12,Event3,Object3,Object3,0.38666666666666666,0.3311111111111111,within_object_cv,False
F6,MonkeyB_Session01,Event1,Object1,Object1,0.6979999999999998,0.74,within_object_cv,False
F6,MonkeyB_Session01,Event1,Object1,Object2,0.4583333333333333,0.5416666666666666,cross_object_holdout,True
F6,MonkeyB_Session01,Event1,Object1,Object3,0.5416666666666666,0.6875,cross_object_holdout,True
F6,MonkeyB_Session01,Event1,Object2,Object1,0.7083333333333334,0.7083333333333334,cross_object_holdout,True
F6,MonkeyB_Session01,Event1,Object2,Object2,0.531,0.625,within_object_cv,False
F6,MonkeyB_Session01,Event1,Object2,Object3,0.6666666666666666,0.6388888888888888,cross_object_holdout,True
F6,MonkeyB_Session01,Event1,Object3,Object1,0.625,0.7291666666666666,cross_object_holdout,True
F6,MonkeyB_Session01,Event1,Object3,Object2,0.625,0.7152777777777778,cross_object_holdout,True
F6,MonkeyB_Session01,Event1,Object3,Object3,0.5870000000000001,0.595,within_object_cv,False
F6,MonkeyB_Session01,Event3,Object1,Object1,0.691,0.7833333333333334,within_object_cv,False
F6,MonkeyB_Session01,Event3,Object1,Object2,0.7083333333333334,0.8125,cross_object_holdout,True
F6,MonkeyB_Session01,Event3,Object1,Object3,0.75,0.875,cross_object_holdout,True
F6,MonkeyB_Session01,Event3,Object2,Object1,0.7916666666666666,0.8194444444444444,cross_object_holdout,True
F6,MonkeyB_Session01,Event3,Object2,Object2,0.7989999999999999,0.8766666666666666,within_object_cv,False
F6,MonkeyB_Session01,Event3,Object2,Object3,0.6666666666666666,0.8402777777777778,cross_object_holdout,True
F6,MonkeyB_Session01,Event3,Object3,Object1,0.9166666666666666,0.8888888888888888,cross_object_holdout,True
F6,MonkeyB_Session01,Event3,Object3,Object2,0.6666666666666666,0.7708333333333333,cross_object_holdout,True
F6,MonkeyB_Session01,Event3,Object3,Object3,0.887,0.945,within_object_cv,False
F6,MonkeyB_Session02,Event1,Object1,Object1,0.539,0.5616666666666666,within_object_cv,False
F6,MonkeyB_Session02,Event1,Object1,Object2,0.5,0.5486111111111112,cross_object_holdout,True
F6,MonkeyB_Session02,Event1,Object1,Object3,0.5416666666666666,0.5763888888888888,cross_object_holdout,True
F6,MonkeyB_Session02,Event1,Object2,Object1,0.6666666666666666,0.6805555555555556,cross_object_holdout,True
F6,MonkeyB_Session02,Event1,Object2,Object2,0.5230000000000001,0.45833333333333337,within_object_cv,False
F6,MonkeyB_Session02,Event1,Object2,Object3,0.3333333333333333,0.3333333333333333,cross_object_holdout,True
F6,MonkeyB_Session02,Event1,Object3,Object1,0.5,0.5555555555555556,cross_object_holdout,True
F6,MonkeyB_Session02,Event1,Object3,Object2,0.4583333333333333,0.375,cross_object_holdout,True
F6,MonkeyB_Session02,Event1,Object3,Object3,0.58,0.5850000000000001,within_object_cv,False
F6,MonkeyB_Session02,Event3,Object1,Object1,0.548,0.6183333333333334,within_object_cv,False
F6,MonkeyB_Session02,Event3,Object1,Object2,0.5833333333333334,0.6319444444444444,cross_object_holdout,True
